plant_name,product_id,product_name,date,production_quantity_plan,production_quantity_result,shipped_quantity
岡山工場,DKS,だからこそカレー辛口,2023/4/1,125000,124731,100000
岡山工場,DKS,だからこそカレー辛口,2023/5/1,125000,124881,140000
岡山工場,DKS,だからこそカレー辛口,2023/6/1,125000,125000,140000
岡山工場,DKS,だからこそカレー辛口,2023/7/1,100000,99996,100000
岡山工場,DKS,だからこそカレー辛口,2023/8/1,100000,99999,70000
岡山工場,DKS,だからこそカレー辛口,2023/9/1,100000,99998,80000
岡山工場,DKS,だからこそカレー辛口,2023/10/1,100000,99999,70000
岡山工場,DKS,だからこそカレー辛口,2023/11/1,100000,99999,80000
岡山工場,DKS,だからこそカレー辛口,2023/12/1,100000,99996,150000
岡山工場,DKS,だからこそカレー辛口,2024/1/1,100000,100000,120000
岡山工場,DKS,だからこそカレー辛口,2024/2/1,100000,99995,120000
岡山工場,DKS,だからこそカレー辛口,2024/3/1,100000,99996,115000
岡山工場,DKS,だからこそカレー辛口,2024/4/1,125000,124610,60000
岡山工場,DKS,だからこそカレー辛口,2024/5/1,125000,124902,80000
岡山工場,DKS,だからこそカレー辛口,2024/6/1,125000,125000,100000
岡山工場,DKS,だからこそカレー辛口,2024/7/1,100000,99997,190000
岡山工場,DKS,だからこそカレー辛口,2024/8/1,100000,99996,140000
岡山工場,DKS,だからこそカレー辛口,2024/9/1,100000,99996,60000
岡山工場,DKS,だからこそカレー辛口,2024/10/1,100000,99995,60000
岡山工場,DKS,だからこそカレー辛口,2024/11/1,100000,100000,150000
岡山工場,DKS,だからこそカレー辛口,2024/12/1,100000,99995,120000
岡山工場,DKS,だからこそカレー辛口,2025/1/1,100000,99995,70000
岡山工場,DKS,だからこそカレー辛口,2025/2/1,100000,100000,110000
岡山工場,DKS,だからこそカレー辛口,2025/3/1,100000,99998,120000
岡山工場,DKS,だからこそカレー辛口,2025/4/1,120000,119627,90000
岡山工場,DKS,だからこそカレー辛口,2025/5/1,120000,119912,100000
岡山工場,DKS,だからこそカレー辛口,2025/6/1,120000,119998,100000
岡山工場,DKS,だからこそカレー辛口,2025/7/1,100000,99998,160000
岡山工場,DKS,だからこそカレー辛口,2025/8/1,100000,99996,110000
岡山工場,DKS,だからこそカレー辛口,2025/9/1,100000,99999,110000
岡山工場,DKS,だからこそカレー辛口,2025/10/1,100000,99995,80000
岡山工場,DKS,だからこそカレー辛口,2025/11/1,100000,99996,70000
岡山工場,DKS,だからこそカレー辛口,2025/12/1,100000,99995,80000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/1/1,65000,64996,30000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/2/1,65000,64997,70000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/3/1,65000,64998,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/4/1,90000,89753,110000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/5/1,90000,89888,50000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/6/1,90000,90000,50000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/7/1,65000,64999,80000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/8/1,65000,64998,100000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/9/1,65000,64997,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/10/1,65000,64997,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/11/1,65000,64999,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2023/12/1,65000,65000,50000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/1/1,75000,74997,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/2/1,75000,74999,30000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/3/1,75000,74995,40000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/4/1,100000,99635,20000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/5/1,100000,99967,50000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/6/1,100000,99995,20000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/7/1,75000,74995,100000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/8/1,75000,74998,50000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/9/1,75000,74998,80000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/10/1,75000,74999,30000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/11/1,75000,74997,40000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2024/12/1,75000,74997,60000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/1/1,80000,80000,10000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/2/1,80000,79998,20000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/3/1,80000,79999,40000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/4/1,110000,108197,40000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/5/1,110000,109898,20000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/6/1,110000,109997,20000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/7/1,80000,79998,90000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/8/1,80000,79997,80000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/9/1,80000,79999,80000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/10/1,80000,80000,40000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/11/1,80000,79998,70000
岡山工場,TKY,とろ旨黒毛和牛の誘惑,2025/12/1,80000,79995,50000
岡山工場,RHC,りんご＆ハチミツカレー,2023/1/1,100000,99996,80000
岡山工場,RHC,りんご＆ハチミツカレー,2023/2/1,100000,99997,130000
岡山工場,RHC,りんご＆ハチミツカレー,2023/3/1,100000,99998,90000
岡山工場,RHC,りんご＆ハチミツカレー,2023/4/1,150000,149691,100000
岡山工場,RHC,りんご＆ハチミツカレー,2023/5/1,150000,149916,170000
岡山工場,RHC,りんご＆ハチミツカレー,2023/6/1,150000,149997,90000
岡山工場,RHC,りんご＆ハチミツカレー,2023/7/1,100000,99998,200000
岡山工場,RHC,りんご＆ハチミツカレー,2023/8/1,100000,99998,190000
岡山工場,RHC,りんご＆ハチミツカレー,2023/9/1,100000,99995,120000
岡山工場,RHC,りんご＆ハチミツカレー,2023/10/1,100000,100000,80000
岡山工場,RHC,りんご＆ハチミツカレー,2023/11/1,100000,99996,140000
岡山工場,RHC,りんご＆ハチミツカレー,2023/12/1,100000,99995,160000
岡山工場,RHC,りんご＆ハチミツカレー,2024/1/1,100000,99996,170000
岡山工場,RHC,りんご＆ハチミツカレー,2024/2/1,100000,99997,120000
岡山工場,RHC,りんご＆ハチミツカレー,2024/3/1,100000,99999,100000
岡山工場,RHC,りんご＆ハチミツカレー,2024/4/1,150000,149798,160000
岡山工場,RHC,りんご＆ハチミツカレー,2024/5/1,150000,149958,90000
岡山工場,RHC,りんご＆ハチミツカレー,2024/6/1,150000,149997,180000
岡山工場,RHC,りんご＆ハチミツカレー,2024/7/1,100000,99998,100000
岡山工場,RHC,りんご＆ハチミツカレー,2024/8/1,100000,99995,110000
岡山工場,RHC,りんご＆ハチミツカレー,2024/9/1,100000,99998,100000
岡山工場,RHC,りんご＆ハチミツカレー,2024/10/1,100000,99999,60000
岡山工場,RHC,りんご＆ハチミツカレー,2024/11/1,100000,99996,120000
岡山工場,RHC,りんご＆ハチミツカレー,2024/12/1,100000,99996,140000
岡山工場,RHC,りんご＆ハチミツカレー,2025/1/1,110000,109999,60000
岡山工場,RHC,りんご＆ハチミツカレー,2025/2/1,110000,110000,150000
岡山工場,RHC,りんご＆ハチミツカレー,2025/3/1,110000,109996,120000
岡山工場,RHC,りんご＆ハチミツカレー,2025/4/1,150000,149893,140000
岡山工場,RHC,りんご＆ハチミツカレー,2025/5/1,150000,149895,70000
岡山工場,RHC,りんご＆ハチミツカレー,2025/6/1,150000,149995,100000
岡山工場,RHC,りんご＆ハチミツカレー,2025/7/1,110000,110000,120000
岡山工場,RHC,りんご＆ハチミツカレー,2025/8/1,110000,110000,150000
岡山工場,RHC,りんご＆ハチミツカレー,2025/9/1,110000,110000,130000
岡山工場,RHC,りんご＆ハチミツカレー,2025/10/1,110000,109996,178000
岡山工場,RHC,りんご＆ハチミツカレー,2025/11/1,110000,109997,80000
岡山工場,RHC,りんご＆ハチミツカレー,2025/12/1,110000,110000,130000
岡山工場,GSN,牛すじ煮込みカレー,2023/1/1,60000,59997,30000
岡山工場,GSN,牛すじ煮込みカレー,2023/2/1,60000,60000,50000
岡山工場,GSN,牛すじ煮込みカレー,2023/3/1,60000,59997,30000
岡山工場,GSN,牛すじ煮込みカレー,2023/4/1,75000,74784,60000
岡山工場,GSN,牛すじ煮込みカレー,2023/5/1,75000,74886,50000
岡山工場,GSN,牛すじ煮込みカレー,2023/6/1,75000,74998,80000
岡山工場,GSN,牛すじ煮込みカレー,2023/7/1,60000,59999,30000
岡山工場,GSN,牛すじ煮込みカレー,2023/8/1,60000,59996,70000
岡山工場,GSN,牛すじ煮込みカレー,2023/9/1,60000,59995,90000
岡山工場,GSN,牛すじ煮込みカレー,2023/10/1,60000,59999,70000
岡山工場,GSN,牛すじ煮込みカレー,2023/11/1,60000,59996,20000
岡山工場,GSN,牛すじ煮込みカレー,2023/12/1,60000,60000,70000
岡山工場,GSN,牛すじ煮込みカレー,2024/1/1,60000,60000,100000
岡山工場,GSN,牛すじ煮込みカレー,2024/2/1,60000,59995,40000
岡山工場,GSN,牛すじ煮込みカレー,2024/3/1,60000,59996,10000
岡山工場,GSN,牛すじ煮込みカレー,2024/4/1,65000,64810,50000
岡山工場,GSN,牛すじ煮込みカレー,2024/5/1,65000,64927,40000
岡山工場,GSN,牛すじ煮込みカレー,2024/6/1,65000,64999,40000
岡山工場,GSN,牛すじ煮込みカレー,2024/7/1,60000,59998,130000
岡山工場,GSN,牛すじ煮込みカレー,2024/8/1,60000,60000,80000
岡山工場,GSN,牛すじ煮込みカレー,2024/9/1,60000,60000,30000
岡山工場,GSN,牛すじ煮込みカレー,2024/10/1,60000,59995,70000
岡山工場,GSN,牛すじ煮込みカレー,2024/11/1,60000,59997,90000
岡山工場,GSN,牛すじ煮込みカレー,2024/12/1,60000,59996,90000
岡山工場,GSN,牛すじ煮込みカレー,2025/1/1,70000,69998,20000
岡山工場,GSN,牛すじ煮込みカレー,2025/2/1,70000,69998,50000
岡山工場,GSN,牛すじ煮込みカレー,2025/3/1,70000,70000,40000
岡山工場,GSN,牛すじ煮込みカレー,2025/4/1,110000,107452,40000
岡山工場,GSN,牛すじ煮込みカレー,2025/5/1,110000,109967,80000
岡山工場,GSN,牛すじ煮込みカレー,2025/6/1,110000,109997,30000
岡山工場,GSN,牛すじ煮込みカレー,2025/7/1,70000,69999,70000
岡山工場,GSN,牛すじ煮込みカレー,2025/8/1,70000,69995,40000
岡山工場,GSN,牛すじ煮込みカレー,2025/9/1,70000,70000,30000
岡山工場,GSN,牛すじ煮込みカレー,2025/10/1,70000,69996,80000
岡山工場,GSN,牛すじ煮込みカレー,2025/11/1,70000,69998,80000
岡山工場,GSN,牛すじ煮込みカレー,2025/12/1,70000,69998,70000
埼玉工場,DKA,だからこそカレー甘口,2023/1/1,75000,74999,40000
埼玉工場,DKA,だからこそカレー甘口,2023/2/1,75000,74995,120000
埼玉工場,DKA,だからこそカレー甘口,2023/3/1,75000,75000,110000
埼玉工場,DKA,だからこそカレー甘口,2023/4/1,100000,99927,30000
埼玉工場,DKA,だからこそカレー甘口,2023/5/1,100000,99918,90000
埼玉工場,DKA,だからこそカレー甘口,2023/6/1,100000,99995,190000
埼玉工場,DKA,だからこそカレー甘口,2023/7/1,75000,74998,140000
埼玉工場,DKA,だからこそカレー甘口,2023/8/1,75000,74999,130000
埼玉工場,DKA,だからこそカレー甘口,2023/9/1,75000,74995,120000
埼玉工場,DKA,だからこそカレー甘口,2023/10/1,75000,74999,100000
埼玉工場,DKA,だからこそカレー甘口,2023/11/1,75000,74997,90000
埼玉工場,DKA,だからこそカレー甘口,2023/12/1,75000,75000,60000
埼玉工場,DKA,だからこそカレー甘口,2024/1/1,65000,64996,80000
埼玉工場,DKA,だからこそカレー甘口,2024/2/1,65000,65000,100000
埼玉工場,DKA,だからこそカレー甘口,2024/3/1,65000,64998,50000
埼玉工場,DKA,だからこそカレー甘口,2024/4/1,100000,99636,40000
埼玉工場,DKA,だからこそカレー甘口,2024/5/1,100000,99891,50000
埼玉工場,DKA,だからこそカレー甘口,2024/6/1,100000,100000,70000
埼玉工場,DKA,だからこそカレー甘口,2024/7/1,65000,64999,110000
埼玉工場,DKA,だからこそカレー甘口,2024/8/1,65000,65000,90000
埼玉工場,DKA,だからこそカレー甘口,2024/9/1,65000,64997,30000
埼玉工場,DKA,だからこそカレー甘口,2024/10/1,65000,64998,40000
埼玉工場,DKA,だからこそカレー甘口,2024/11/1,65000,64996,40000
埼玉工場,DKA,だからこそカレー甘口,2024/12/1,65000,64997,50000
埼玉工場,DKA,だからこそカレー甘口,2025/1/1,50000,49998,60000
埼玉工場,DKA,だからこそカレー甘口,2025/2/1,50000,49996,70000
埼玉工場,DKA,だからこそカレー甘口,2025/3/1,50000,49999,30000
埼玉工場,DKA,だからこそカレー甘口,2025/4/1,50000,49998,30000
埼玉工場,DKA,だからこそカレー甘口,2025/5/1,50000,49997,60000
埼玉工場,DKA,だからこそカレー甘口,2025/6/1,50000,50000,90000
埼玉工場,DKA,だからこそカレー甘口,2025/7/1,50000,49995,90000
埼玉工場,DKA,だからこそカレー甘口,2025/8/1,50000,49995,70000
埼玉工場,DKA,だからこそカレー甘口,2025/9/1,50000,49995,70000
埼玉工場,DKA,だからこそカレー甘口,2025/10/1,50000,50000,90000
埼玉工場,DKA,だからこそカレー甘口,2025/11/1,50000,49996,70000
埼玉工場,DKA,だからこそカレー甘口,2025/12/1,50000,49996,50000
埼玉工場,DKS,だからこそカレー辛口,2023/1/1,100000,100000,130000
埼玉工場,DKS,だからこそカレー辛口,2023/2/1,100000,99995,120000
埼玉工場,DKS,だからこそカレー辛口,2023/3/1,100000,99998,60000
埼玉工場,DKS,だからこそカレー辛口,2023/4/1,125000,124605,170000
埼玉工場,DKS,だからこそカレー辛口,2023/5/1,125000,124967,90000
埼玉工場,DKS,だからこそカレー辛口,2023/6/1,125000,124997,70000
埼玉工場,DKS,だからこそカレー辛口,2023/7/1,100000,100000,90000
埼玉工場,DKS,だからこそカレー辛口,2023/8/1,100000,100000,170000
埼玉工場,DKS,だからこそカレー辛口,2023/9/1,100000,99999,70000
埼玉工場,DKS,だからこそカレー辛口,2023/10/1,100000,99999,120000
埼玉工場,DKS,だからこそカレー辛口,2023/11/1,100000,99998,90000
埼玉工場,DKS,だからこそカレー辛口,2023/12/1,100000,99997,100000
埼玉工場,DKS,だからこそカレー辛口,2024/1/1,100000,99995,160000
埼玉工場,DKS,だからこそカレー辛口,2024/2/1,100000,99997,130000
埼玉工場,DKS,だからこそカレー辛口,2024/3/1,100000,99998,105000
埼玉工場,DKS,だからこそカレー辛口,2024/4/1,125000,124663,90000
埼玉工場,DKS,だからこそカレー辛口,2024/5/1,125000,124930,100000
埼玉工場,DKS,だからこそカレー辛口,2024/6/1,125000,124996,140000
埼玉工場,DKS,だからこそカレー辛口,2024/7/1,100000,99997,120000
埼玉工場,DKS,だからこそカレー辛口,2024/8/1,100000,100000,90000
埼玉工場,DKS,だからこそカレー辛口,2024/9/1,100000,100000,130000
埼玉工場,DKS,だからこそカレー辛口,2024/10/1,100000,99995,80000
埼玉工場,DKS,だからこそカレー辛口,2024/11/1,100000,99997,60000
埼玉工場,DKS,だからこそカレー辛口,2024/12/1,100000,99998,90000
埼玉工場,DKS,だからこそカレー辛口,2025/1/1,110000,110000,130000
埼玉工場,DKS,だからこそカレー辛口,2025/2/1,110000,109995,160000
埼玉工場,DKS,だからこそカレー辛口,2025/3/1,110000,109998,110000
埼玉工場,DKS,だからこそカレー辛口,2025/4/1,110000,110000,60000
埼玉工場,DKS,だからこそカレー辛口,2025/5/1,110000,109996,80000
埼玉工場,DKS,だからこそカレー辛口,2025/6/1,110000,109999,80000
埼玉工場,DKS,だからこそカレー辛口,2025/7/1,110000,109995,110000
埼玉工場,DKS,だからこそカレー辛口,2025/8/1,110000,109999,110000
埼玉工場,DKS,だからこそカレー辛口,2025/9/1,110000,109998,200000
埼玉工場,DKS,だからこそカレー辛口,2025/10/1,110000,109999,120000
埼玉工場,DKS,だからこそカレー辛口,2025/11/1,110000,109998,120000
埼玉工場,DKS,だからこそカレー辛口,2025/12/1,110000,109996,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/1/1,65000,65000,40000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/2/1,65000,64998,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/3/1,65000,65000,35000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/4/1,90000,89947,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/5/1,90000,89920,30000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/6/1,90000,90000,20000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/7/1,65000,64996,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/8/1,65000,65000,80000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/9/1,65000,64999,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/10/1,65000,65000,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/11/1,65000,64997,50000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2023/12/1,65000,64996,40000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/1/1,75000,75000,130000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/2/1,75000,74997,140000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/3/1,75000,74996,50000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/4/1,100000,99717,90000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/5/1,100000,99910,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/6/1,100000,100000,110000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/7/1,75000,74999,100000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/8/1,75000,74995,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/9/1,75000,74996,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/10/1,75000,74995,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/11/1,75000,74995,80000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2024/12/1,75000,75000,80000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/1/1,80000,79995,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/2/1,80000,80000,50000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/3/1,80000,80000,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/4/1,80000,79996,90000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/5/1,80000,79997,110000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/6/1,80000,80000,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/7/1,80000,79996,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/8/1,80000,79996,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/9/1,80000,80000,60000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/10/1,80000,79998,90000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/11/1,80000,80000,70000
埼玉工場,TKY,とろ旨黒毛和牛の誘惑,2025/12/1,80000,80000,70000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/1/1,100000,99996,70000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/2/1,100000,99997,120000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/3/1,100000,99996,100000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/4/1,150000,149722,130000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/5/1,150000,149930,80000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/6/1,150000,149999,80000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/7/1,100000,99999,170000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/8/1,100000,100000,150000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/9/1,100000,99995,160000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/10/1,100000,99999,40000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/11/1,100000,99999,130000
埼玉工場,RHC,りんご＆ハチミツカレー,2023/12/1,100000,100000,90000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/1/1,100000,99997,170000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/2/1,100000,99998,190000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/3/1,100000,99998,120000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/4/1,150000,149794,190000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/5/1,150000,149915,60000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/6/1,150000,149996,80000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/7/1,100000,100000,120000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/8/1,100000,99997,210000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/9/1,100000,99996,100000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/10/1,100000,99997,70000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/11/1,100000,100000,160000
埼玉工場,RHC,りんご＆ハチミツカレー,2024/12/1,100000,99995,70000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/1/1,130000,129997,70000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/2/1,130000,129997,170000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/3/1,130000,129998,180000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/4/1,130000,129998,110000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/5/1,130000,129998,90000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/6/1,130000,129998,80000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/7/1,130000,130000,210000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/8/1,130000,129997,140000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/9/1,130000,129998,120000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/10/1,130000,129998,170000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/11/1,130000,129999,100000
埼玉工場,RHC,りんご＆ハチミツカレー,2025/12/1,130000,129996,150000
埼玉工場,GSN,牛すじ煮込みカレー,2023/1/1,60000,59998,140000
埼玉工場,GSN,牛すじ煮込みカレー,2023/2/1,60000,59997,70000
埼玉工場,GSN,牛すじ煮込みカレー,2023/3/1,60000,59998,35000
埼玉工場,GSN,牛すじ煮込みカレー,2023/4/1,75000,74899,65000
埼玉工場,GSN,牛すじ煮込みカレー,2023/5/1,75000,74880,105000
埼玉工場,GSN,牛すじ煮込みカレー,2023/6/1,75000,75000,15000
埼玉工場,GSN,牛すじ煮込みカレー,2023/7/1,60000,59998,40000
埼玉工場,GSN,牛すじ煮込みカレー,2023/8/1,60000,59998,145000
埼玉工場,GSN,牛すじ煮込みカレー,2023/9/1,60000,59995,110000
埼玉工場,GSN,牛すじ煮込みカレー,2023/10/1,60000,59999,55000
埼玉工場,GSN,牛すじ煮込みカレー,2023/11/1,60000,59995,30000
埼玉工場,GSN,牛すじ煮込みカレー,2023/12/1,60000,59998,25000
埼玉工場,GSN,牛すじ煮込みカレー,2024/1/1,60000,59999,50000
埼玉工場,GSN,牛すじ煮込みカレー,2024/2/1,60000,59999,120000
埼玉工場,GSN,牛すじ煮込みカレー,2024/3/1,60000,59999,80000
埼玉工場,GSN,牛すじ煮込みカレー,2024/4/1,65000,64841,70000
埼玉工場,GSN,牛すじ煮込みカレー,2024/5/1,65000,64915,70000
埼玉工場,GSN,牛すじ煮込みカレー,2024/6/1,65000,65000,60000
埼玉工場,GSN,牛すじ煮込みカレー,2024/7/1,60000,60000,60000
埼玉工場,GSN,牛すじ煮込みカレー,2024/8/1,60000,60000,90000
埼玉工場,GSN,牛すじ煮込みカレー,2024/9/1,60000,60000,100000
埼玉工場,GSN,牛すじ煮込みカレー,2024/10/1,60000,59995,90000
埼玉工場,GSN,牛すじ煮込みカレー,2024/11/1,60000,59995,60000
埼玉工場,GSN,牛すじ煮込みカレー,2024/12/1,60000,60000,50000
